1, 33.509188, 0.050000
2, 35.046666, 0.000000
3, 33.281988, 0.058333
4, 25.267522, 0.055556
5, 25.641614, 0.011111
6, 33.665865, 0.075000
7, 33.781434, 0.091667
8, 26.238969, 0.066667
9, 34.933066, 0.016667
10, 34.615774, 0.008333
11, 33.869558, 0.058333
12, 34.468881, 0.066667
13, 35.046666, 0.016667
14, 34.819466, 0.000000
15, 34.705866, 0.000000
16, 34.421866, 0.041667
17, 34.762666, 0.033333
18, 34.762666, 0.025000
19, 34.604020, 0.033333
20, 32.933372, 0.066667
21, 34.888020, 0.033333
22, 33.262419, 0.066667
23, 31.505557, 0.125000
24, 34.605989, 0.058333
25, 32.886357, 0.083333
26, 34.006665, 0.100000
27, 33.996881, 0.091667
28, 26.084261, 0.000000
29, 34.308266, 0.058333
30, 33.407342, 0.075000
31, 34.754850, 0.008333
32, 25.504507, 0.011111
33, 32.762972, 0.066667
34, 34.933066, 0.033333
35, 34.649066, 0.041667
36, 25.741492, 0.044444
37, 25.379153, 0.022222
38, 34.421866, 0.058333
39, 33.452388, 0.075000
40, 35.046666, 0.025000
41, 33.916573, 0.041667
42, 34.094789, 0.050000
43, 33.419096, 0.100000
44, 34.404265, 0.058333
45, 34.933066, 0.025000
46, 33.403404, 0.150000
47, 26.458353, 0.000000
48, 33.881312, 0.041667
49, 32.990172, 0.050000
50, 34.163343, 0.066667
51, 33.421065, 0.066667
52, 34.028204, 0.058333
53, 34.470850, 0.033333
54, 33.687404, 0.050000
55, 33.904819, 0.033333
56, 34.265189, 0.016667
57, 34.660820, 0.016667
58, 34.649066, 0.025000
59, 34.582481, 0.016667
60, 33.824512, 0.066667
61, 34.933066, 0.033333
62, 34.615774, 0.033333
63, 34.819466, 0.016667
64, 34.037989, 0.033333
65, 25.153922, 0.066667
66, 34.933066, 0.016667
67, 33.438665, 0.116667
68, 35.105435, 0.025000
69, 33.938112, 0.058333
70, 33.295711, 0.083333
71, 34.617743, 0.050000
72, 34.321989, 0.025000
73, 34.762666, 0.016667
74, 33.236942, 0.100000
75, 33.691342, 0.083333
76, 35.217066, 0.008333
77, 24.779830, 0.044444
78, 34.876266, 0.008333
79, 25.571092, 0.033333
80, 34.513927, 0.008333
81, 34.194666, 0.083333
82, 34.321989, 0.058333
83, 25.177430, 0.033333
84, 25.571092, 0.055556
85, 33.914604, 0.091667
86, 35.138727, 0.008333
87, 25.796323, 0.033333
88, 34.447343, 0.016667
89, 34.265189, 0.041667
90, 33.849988, 0.041667
91, 33.305496, 0.108333
92, 34.607958, 0.050000
93, 25.336076, 0.055556
94, 34.989866, 0.000000
95, 32.941188, 0.050000
96, 34.208389, 0.083333
